S,P,R,F
1000,0.5044843049327354,0.5044843049327354,0.5739795918367347
1000,0.5548098434004475,0.5548098434004475,0.5780885780885782
1000,0.55119825708061,0.55119825708061,0.5966981132075472
1000,0.5148305084745762,0.5148305084745762,0.5806451612903225
