S,P,R,F
1000,0.1090146750524109,0.1090146750524109,0.18978102189781024
1000,0.1090146750524109,0.1090146750524109,0.18978102189781024
1000,0.6469387755102041,0.6469387755102041,0.6631799163179916
1000,0.6265060240963856,0.6265060240963856,0.6520376175548589
1,0.6265060240963856,0.6265060240963856,0.6520376175548589
