0,1,2,3,4,5,6
0.31670192,0.1481056,0.2596986,0.0,0.0,0.27549395,0.0
0.25495094,0.4024654,0.0,0.0,0.0,0.34258366,0.0
0.31107295,0.0,0.29942313,0.0,0.0,0.3895039,0.0
0.0,0.0,0.0,0.3736084,0.0,0.62639165,0.0
0.0,0.0,0.0,0.0,0.32322142,0.6767786,0.0
0.10329112,0.2495714,0.16189764,0.1330017,0.077632695,0.092986874,0.18161859
0.0,0.0,0.0,0.0,0.0,0.43162242,0.5683776
