0,1,2,3
0.26398385,0.31216994,0.16067086,0.26317537
0.12345498,0.2057213,0.21887696,0.4519468
0.23884368,0.30116376,0.4599926,0.0
0.3555199,0.41345197,0.0,0.23102818
