0,1,2,3,4,5,6,7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4152479,0.0,0.0,0.3151045,0.26964757
0.0,0.0,0.0,0.0,0.34257522,0.0,0.4311251,0.22629976
0.0,0.0,0.0,0.0,0.0,0.5332251,0.31268,0.15409485
0.0,0.0,0.0,0.17905919,0.17150997,0.1966549,0.20292206,0.24985385
0.0,0.0,0.0,0.17344226,0.2470564,0.32592592,0.08077338,0.17280214
