0,1,2,3,4,5,6,7
0.64719504,0.0,0.0,0.35280502,0.0,0.0,0.0,0.0
0.0,0.5126402,0.0,0.48735982,0.0,0.0,0.0,0.0
0.0,0.0,0.7276351,0.27236488,0.0,0.0,0.0,0.0
0.09068248,0.12448809,0.08402215,0.19189608,0.0,0.0,0.26406392,0.2448473
0.0,0.0,0.0,0.0,0.38517675,0.0,0.6148233,0.0
0.0,0.0,0.0,0.0,0.0,0.52943194,0.47056803,0.0
0.0,0.0,0.0,0.18183883,0.3954699,0.20246533,0.22022589,0.0
0.0,0.0,0.0,0.3859213,0.0,0.0,0.0,0.6140787
