0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.2730698,0.0,0.40711537,0.0,0.3198148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6879525,0.31204754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22781041,0.16741806,0.31569788,0.0,0.28907368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.49203047,0.50796956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.145911,0.0,0.16440924,0.12724805,0.14446741,0.13957901,0.0,0.0,0.0,0.0,0.0,0.17675619,0.0,0.0,0.0,0.0,0.0,0.0,0.10162915
0.0,0.0,0.0,0.0,0.5261279,0.4738721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.44671595,0.0,0.0,0.0,0.0,0.55328405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42187476,0.57812524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40198976,0.20581925,0.0,0.0,0.39219102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4232886,0.0,0.5767114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5962135,0.40378648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.11314415,0.0,0.26789954,0.0,0.10767271,0.11988082,0.095416896,0.10169458,0.08727774,0.1070135,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538067,0.22640686,0.0,0.0,0.0,0.27342728,0.2463592,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13126361,0.0,0.2352302,0.0,0.0,0.24731624,0.38619,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32274085,0.0,0.34876955,0.32848957,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41314527,0.36811173,0.21874298,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18020211,0.12932608,0.2636323,0.22965465,0.19718485,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13501094,0.26028603,0.19756706,0.11401687,0.0,0.29311907,0.0
0.0,0.0,0.0,0.0,0.4031218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59687823
