0,1,2,3,4,5,6
0.19073775,0.196218,0.14032972,0.17929521,0.12126421,0.17215511,0.0
0.18456425,0.19757967,0.13721283,0.11786042,0.22214349,0.14063929,0.0
0.2026891,0.19189693,0.123404466,0.21138868,0.15735374,0.113267094,0.0
0.34155804,0.22804755,0.16216256,0.26823193,0.0,0.0,0.0
0.30337316,0.32507277,0.26202503,0.0,0.10952903,0.0,0.0
0.27943042,0.10549775,0.28630358,0.0,0.0,0.3287683,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
