0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.570968,0.42903206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12829803,0.08472473,0.14344901,0.0,0.15683804,0.0,0.0,0.06660012,0.0,0.0,0.18754725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23254284
0.0,0.42530373,0.57469624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5091351,0.49086484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.30818513,0.0,0.31910747,0.3727074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4798591,0.0,0.5201409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.46457,0.53543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.13187966,0.0,0.0,0.0,0.05670388,0.057043955,0.09159481,0.0,0.17201746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49076018,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6175947,0.38240528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40988067,0.2851724,0.30494696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.46247047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5375295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69133806,0.0,0.0,0.30866194,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5784513,0.0,0.42154875,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43391976,0.5660802,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10749114,0.14923386,0.15561233,0.24576251,0.0,0.0,0.3419002,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33348265,0.0,0.6665174,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32109392,0.678906,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584632,0.0,0.0,0.0,0.0,0.0,0.0,0.20615189,0.23337361,0.13787192,0.1641394,0.0
0.0,0.4017746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5982254
